Сценарий	Отчетная дата	Кол-во закладных	Текущий ОД	Процентные поступления	Амортизация	Досрочная амортизация
0	2025-05-01	5259.32104559175	2985212714.769843	31944174.600168593	90614853.614302	52791340.48758293
0	2025-06-01	5177.690972182466	2894597861.1555433	30964549.2623014	91808052.891847	54391737.4050467
0	2025-07-01	5102.832066729675	2802789808.263694	29974053.19045808	92120493.36717856	55109147.76221335
0	2025-08-01	5016.286134154334	2710669314.8965106	28981028.07248381	88802230.6967403	52208573.33386231
0	2025-09-01	4933.268850062445	2621867084.199772	28022335.694999047	90544715.95031877	54347920.56790912
0	2025-10-01	4847.2702879272565	2531322368.249457	27044972.2691964	91324236.48518069	55657558.13742918
0	2025-11-01	4752.04780697517	2439998131.7642746	26061090.49203934	87080111.72782563	51938150.87547744
0	2025-12-01	4657.8251313989	2352918020.0364513	25120949.450006325	94538689.74241373	59916182.28793743
0	2026-01-01	4554.997803903728	2258379330.2940354	24101668.482189998	80335400.20251149	46376449.95915912
0	2026-02-01	4471.6909599901455	2178043930.091522	23235438.50710103	80426590.77451561	47016175.07491809
0	2026-03-01	4382.514870478815	2097617339.317008	22369225.292349704	77988260.27274331	45205054.4017919
0	2026-04-01	4295.59070813245	2019629079.0442653	21527285.188241843	77335216.05390185	45120863.44656192
0	2026-05-01	4197.401123541174	1942293862.9903636	20693450.95756868	73952272.2878125	42422259.04060213
0	2026-06-01	4107.325877678743	1868341590.7025511	19895641.152232967	75958735.08299032	45047009.26794325
0	2026-07-01	4010.8903943199816	1792382855.6195583	19078225.220358662	73074934.92286608	42729409.251845
0	2026-08-01	3926.206824433224	1719307920.6966949	18291422.344666466	67054588.83494796	37292056.324014336
0	2026-09-01	3840.034120723738	1652253331.8617477	17569992.780705262	68322217.37974882	39080288.47795421
0	2026-10-01	3736.180668344086	1583931114.481999	16835879.74711398	66189272.26049906	37692043.096337385
0	2026-11-01	3626.576571191854	1517741842.2215	16123772.581199735	66113164.158212885	38495172.772448845
0	2026-12-01	3501.108428763547	1451628678.0632846	15412548.720418677	68197931.4872969	41528570.02676249
0	2027-01-01	3368.3861979745398	1383430746.5759895	14679257.613672342	60880620.888015345	35362538.07601158
0	2027-02-01	3251.636618599293	1322550125.6879735	14026747.289795533	59117399.84016959	34420999.34862086
0	2027-03-01	3147.245244490488	1263432725.8478048	13392879.775638698	52662281.32801539	28861479.155576468
0	2027-04-01	3040.8173187795574	1210770444.519788	12828239.65598784	51334613.0421742	28290060.503172614
0	2027-05-01	2936.3501103577332	1159435831.4776154	12278484.210250253	51120470.46634649	29027590.920802787
0	2027-06-01	2818.5894504992466	1108315361.0112674	11732227.792485837	47036119.502297945	25725672.956457693
0	2027-07-01	2723.527195969292	1061279241.5089694	11229054.545532512	46912582.25802396	26337013.364921544
0	2027-08-01	2644.330949961179	1014366659.2509465	10727652.206955118	43139573.84777661	23185421.90414062
0	2027-09-01	2558.4289374516193	971227085.4031694	10266589.506010147	43034277.2063241	23710228.398426063
0	2027-10-01	2472.636509657328	928192808.1968461	9807114.211420368	41603588.47850114	22883236.90623549
0	2027-11-01	2388.0835347575485	886589219.7183433	9362997.769156024	41529235.84813321	23487037.79852416
0	2027-12-01	2305.4249062755325	845059983.8702105	8920008.803617008	42038045.82881509	24713175.46665533
0	2028-01-01	2212.315812585676	803021938.0413957	8471563.186638443	36304864.066344455	19655756.093520068
0	2028-02-01	2144.3798426190133	766717073.9750514	8085109.589629579	33852778.11319001	17778052.812632337
0	2028-03-01	2074.023873481363	732864295.8618615	7724834.330486395	33070593.63654505	17514285.07821417
0	2028-04-01	2005.1118762704373	699793702.2253155	7372942.530211367	31653498.511743303	16562263.358694118
0	2028-05-01	1942.8696354033998	668140203.7135726	7036717.6830898775	30640424.205489226	15961651.76017747
0	2028-06-01	1889.3996755146388	637499779.5080838	6711290.020423853	28048800.184395783	13730729.56377887
0	2028-07-01	1837.0243118819776	609450979.3236876	6412921.954428293	28070922.928243812	14086362.80834625
0	2028-08-01	1787.283087038963	581380056.3954446	6114803.812933446	26547081.965628393	12896562.564580373
0	2028-09-01	1735.4951327949377	554832974.4298153	5833112.367060242	26352907.35100898	12992989.105911486
0	2028-10-01	1684.2791130918781	528480067.0788067	5553701.016172203	24494055.819811866	11438077.984894115
0	2028-11-01	1643.353374569533	503986011.2589951	5294120.498115416	26327098.1846193	13536309.47701624
0	2028-12-01	1595.116069623973	477658913.07437533	5015973.846741804	25995568.881831072	13520250.970352236
0	2029-01-01	1541.7952343443453	451663344.1925443	4741189.388363039	21953353.457439147	9854034.409803443
0	2029-02-01	1488.9032872908751	429709990.7351056	4509390.036070746	20200835.018276714	8824689.438272782
0	2029-03-01	1375.3583823220893	409509155.71682864	4296533.977934519	20109261.951676086	9182509.172920123
0	2029-04-01	1339.5953863613531	389399893.765152	4084711.037935419	18768042.727379736	8416028.286419474
0	2029-05-01	1087.9364821511313	370631851.03777313	3887071.8327509835	15463618.789665429	7600943.82251206
0	2029-06-01	806.1112757758091	355168232.2481076	3724588.545106584	13293255.701082058	7747217.092561062
0	2029-07-01	786.8838131772322	341874976.5470254	3584351.652103122	12727811.374555644	7302564.8041425925
0	2029-08-01	771.0862440132922	329147165.17246944	3450549.952713978	13478764.407750845	8157757.50784014
0	2029-09-01	752.6349863371665	315668400.7647189	3308423.6227288735	12340641.255483858	7133153.5657525
0	2029-10-01	731.1415966373518	303327759.5092351	3178195.2506813454	12604056.450505884	7546472.857016133
0	2029-11-01	713.0284114956742	290723703.05872923	3045695.2667949246	12027198.544137314	7080616.666581878
0	2029-12-01	699.9455358936891	278696504.5145917	2919027.3309395583	12401970.180562157	7543641.559579726
0	2030-01-01	677.797211134597	266294534.33402976	2788572.5212776884	10506174.975085434	5790139.236092664
0	2030-02-01	662.6702906889168	255788359.35894418	2678010.130929171	9739480.992159309	5107821.59089338
0	2030-03-01	648.8670352686693	246048878.36678493	2575375.4383700863	10297916.804971615	5755535.340266611
0	2030-04-01	631.0989538456854	235750961.5618136	2467153.1069535296	9352491.46151127	4923756.082259688
0	2030-05-01	617.4771270154642	226398470.10030192	2368877.2993647344	9549554.073648171	5194573.100875104
0	2030-06-01	602.3518285436626	216848916.026654	2268727.9134925506	9111620.060418602	4850902.282104092
0	2030-07-01	589.1170392415513	207737295.96623483	2172918.242170267	8051029.484924722	3904639.8758755503
0	2030-08-01	574.262889828191	199686266.48131043	2088180.3720148855	8944915.489826856	4896694.875362381
0	2030-09-01	558.8104271437123	190741350.99148336	1994383.4874280645	8189024.519149861	4224625.955792047
0	2030-10-01	544.1206264033435	182552326.4723338	1908257.8311529118	8520416.334728342	4633960.961067613
0	2030-11-01	525.6208226256745	174031910.13760537	1818648.0189395696	8058449.611897521	4304237.876049658
