Номер закладной	Дата выдачи	Дата погашения	Текущий ОД	Ставка по кредиту	Кредит/Залог	Регион	Первоначальный ОД	Доходы заемщика	Образование	Продукт
1	2006-07-25	2031-01-28	943104.39	14.0	82.47	66	1435000.0	28595.16	3	0
2	2006-09-20	2026-11-20	1098889.6	14.0	90.0	74	1578600.0	54376.62	3	0
3	2006-09-27	2024-03-11	904145.03	15.0	68.43	11	2500000.0	106459.92	3	0
4	2006-10-05	2031-02-28	584428.17	14.0	70.52	66	1000000.0	42630.0	3	0
5	2006-10-09	2031-10-10	766744.67	14.0	23.88	77	1355500.0	41896.48	3	0
6	2006-10-23	2025-02-10	389117.49	14.0	77.35	77	3450000.0	78644.21	3	0
7	2006-11-28	2021-12-20	325037.02	13.5	80.18	54	1700000.0	45216.34	3	0
8	2006-12-08	2019-09-18	120067.42	14.0	82.0	72	2050000.0	57420.0	3	0
9	2006-12-19	2022-02-18	565374.66	13.5	76.5	74	1541600.0	40030.87	3	0
10	2006-12-21	2032-02-20	337754.33	15.0	86.48	66	1900000.0	48937.5	3	0
11	2006-12-22	2022-02-22	329981.89	13.0	89.94	24	921000.0	22690.08	3	0
12	2007-01-19	2026-10-28	370442.44	13.5	84.07	24	850000.0	21488.88	3	0
13	2007-01-31	2027-03-31	450684.87	13.5	79.01	24	644000.0	17299.2	3	0
14	2007-03-09	2019-03-30	0.0	14.0	87.54	34	1300000.0	54203.09	3	0
15	2007-04-13	2032-06-11	620410.39	14.0	80.07	77	3730000.0	75000.0	3	0
16	2007-04-25	2027-03-18	368636.13	14.0	82.6	72	1900000.0	29937.25	3	0
17	2007-04-27	2022-06-27	465827.76	13.5	84.29	66	2050000.0	20612.91	3	0
18	2007-05-07	2027-07-07	1176312.69	14.0	79.96	29	1620000.0	22100.0	3	0
19	2007-05-21	2032-07-21	604227.8	13.5	85.0	72	1445000.0	25373.86	3	0
20	2007-06-15	2022-03-18	966189.46	13.0	80.6	72	2660000.0	61579.8	3	0
21	2007-06-20	2022-08-19	598954.66	13.5	89.96	14	1425000.0	35960.0	5	0
22	2007-06-20	2032-08-20	664434.75	15.0	66.37	74	750000.0	12781.87	3	0
23	2007-06-26	2022-08-26	574652.52	14.5	70.45	74	1320000.0	26360.25	3	0
24	2007-07-04	2026-09-04	906627.03	14.5	34.98	77	2500000.0	50613.65	3	0
25	2007-07-10	2022-09-12	534664.35	12.5	83.87	72	1300000.0	29062.29	3	0
26	2007-07-16	2020-09-16	216237.9	12.0	47.71	66	1150000.0	28730.0	5	0
27	2007-07-18	2022-09-16	395262.88	12.0	57.27	34	1000000.0	22944.27	3	0
28	2007-07-26	2022-09-26	303569.03	13.5	60.06	24	710000.0	17637.22	3	0
29	2007-07-27	2020-07-28	234793.35	11.5	77.02	74	2699000.0	84336.55	3	0
30	2007-07-27	2021-12-28	493258.32	13.0	73.93	74	2000000.0	30117.45	3	0
31	2007-08-03	2022-07-28	516086.83	12.5	65.35	56	2000000.0	58000.0	3	0
32	2007-08-06	2027-10-06	711910.39	12.25	37.87	59	1009000.0	22121.52	3	0
33	2007-08-24	2022-10-24	260525.72	11.0	75.47	66	2000000.0	31997.68	3	0
34	2007-08-24	2022-10-24	339900.3	11.25	48.46	24	850000.0	21600.22	3	0
35	2007-08-29	2022-10-28	1044853.8	12.5	79.31	24	2500000.0	52762.5	3	0
36	2007-09-11	2022-11-11	800612.75	11.75	84.96	66	1972000.0	30015.0	3	0
37	2007-09-12	2022-09-28	442286.97	11.5	78.89	66	1450000.0	23911.52	3	0
38	2007-09-17	2022-11-17	998356.36	11.19	66.12	77	2500000.0	62601.7	3	0
39	2007-09-18	2035-03-19	512526.03	13.5	89.61	36	1450000.0	35670.0	3	0
40	2007-09-21	2027-11-22	1732046.16	11.75	88.97	77	3473700.0	113869.25	3	0
41	2007-10-01	2032-12-01	2102835.65	11.75	89.28	66	2500000.0	33365.16	3	0
42	2007-10-02	2022-12-02	466036.32	11.25	84.74	72	1500000.0	30610.18	3	0
43	2007-10-04	2020-12-04	700565.89	12.0	75.41	77	3650000.0	73250.0	3	0
44	2007-10-04	2027-06-18	1920531.12	13.65	26.65	77	2950000.0	34286.59	3	0
45	2007-10-05	2027-12-03	1382223.1	12.25	90.04	54	1945000.0	24901.66	5	0
46	2007-10-08	2022-12-08	496033.02	12.75	84.61	72	2200000.0	40894.41	3	0
47	2007-10-09	2021-07-28	350787.91	11.75	84.98	24	1262000.0	18343.16	3	0
48	2007-10-11	2022-12-09	549133.44	11.25	80.94	66	2150000.0	30600.83	3	0
49	2007-10-16	2021-04-12	334023.08	12.25	89.7	38	1647000.0	31000.0	3	0
50	2007-10-17	2022-11-10	202649.18	13.5	38.25	77	1800000.0	43457.11	3	0
51	2007-10-17	2030-12-17	557393.03	11.75	48.61	34	700000.0	10108.55	3	0
52	2007-10-22	2021-08-18	571093.18	12.75	80.85	72	1900000.0	30539.31	3	0
53	2007-10-25	2021-12-24	170803.26	13.5	37.85	77	1200000.0	46482.37	3	0
54	2007-10-26	2021-04-28	230304.87	12.0	76.3	74	1350000.0	28347.32	3	0
55	2007-10-30	2022-12-30	626881.18	11.5	61.22	38	1500000.0	24169.16	3	0
56	2007-10-31	2022-12-30	268995.26	10.75	39.21	56	1100000.0	14506.55	3	0
57	2007-11-02	2032-12-31	1100668.83	12.25	85.82	12	1290000.0	165278.35	3	0
58	2007-11-02	2028-05-29	2383244.56	12.25	90.23	77	3500000.0	70470.0	3	0
59	2007-11-06	2027-01-06	831956.47	12.25	84.95	74	1450000.0	32380.36	3	0
60	2007-11-09	2023-01-09	971225.93	11.75	89.84	24	2300000.0	16460.5	3	0
61	2007-11-09	2023-01-09	712679.17	11.5	67.54	66	1700000.0	36386.47	3	0
62	2007-11-09	2031-01-09	1126082.38	11.75	81.97	72	1410000.0	26018.84	3	0
63	2007-11-12	2029-06-28	996758.21	11.5	58.97	71	1400000.0	26500.0	3	0
64	2007-11-19	2033-01-19	1014363.78	15.0	56.55	77	3250000.0	73480.17	3	0
65	2007-11-27	2023-01-27	540277.17	12.25	40.59	28	1230000.0	34774.91	5	0
66	2007-11-28	2023-01-27	442055.83	11.5	79.93	66	1036000.0	21724.29	4	0
67	2007-11-30	2032-09-28	1213027.7	13.25	88.93	76	2000000.0	38500.0	3	0
68	2007-12-06	2032-08-18	1394556.43	11.75	81.89	66	3800000.0	41760.0	3	0
69	2007-12-07	2023-02-07	497777.0	11.75	90.0	42	2056500.0	60928.51	3	0
70	2007-12-10	2023-02-10	406743.61	11.5	69.6	24	1500000.0	22000.0	3	0
71	2007-12-10	2023-02-10	503187.78	11.0	61.82	24	1200000.0	27697.15	3	0
72	2007-12-10	2023-02-10	1304949.19	13.25	71.94	77	3070000.0	65000.0	3	0
73	2007-12-11	2023-02-10	906223.38	12.75	84.56	72	2000000.0	20484.81	3	0
74	2007-12-12	2023-02-10	857607.41	11.25	84.74	72	2000000.0	41797.05	3	0
75	2007-12-13	2019-11-18	81438.4	12.0	71.07	68	1700000.0	45675.0	3	0
76	2007-12-21	2023-02-21	557119.48	11.25	52.0	11	1300000.0	21434.0	3	0
77	2007-12-25	2034-08-18	292483.5	13.0	85.0	72	2635000.0	43286.04	3	0
78	2007-12-25	2023-02-24	540694.8	11.0	74.26	2	1270000.0	41258.08	3	0
79	2007-12-25	2023-01-18	771442.38	11.0	73.71	66	2300000.0	70791.55	3	0
80	2007-12-25	2023-02-24	493342.15	11.25	44.85	24	1200000.0	29589.84	3	0
81	2007-12-26	2033-02-25	1070921.48	12.25	85.04	66	1700000.0	35017.5	3	0
82	2007-12-26	2033-02-25	1778008.25	12.25	81.06	77	2080000.0	39150.0	4	0
83	2007-12-27	2023-02-27	515982.61	11.25	82.19	66	1200000.0	86000.0	3	0
84	2007-12-27	2029-02-27	1557576.61	13.25	89.82	24	2012000.0	10567.62	3	0
85	2007-12-27	2023-01-18	237150.13	11.0	75.59	72	1580000.0	33602.45	3	0
86	2007-12-28	2028-02-28	1370468.9	12.25	90.28	78	1900000.0	23197.2	5	0
87	2007-12-29	2032-07-28	818223.5	12.25	84.55	25	1270000.0	13103.87	3	0
88	2008-01-11	2023-03-10	545391.19	11.5	79.55	77	2400000.0	66099.99	3	0
89	2008-01-11	2022-04-18	530789.4	11.0	77.96	54	2300000.0	60100.75	5	0
90	2008-01-15	2023-03-15	386346.76	10.75	50.0	56	1300000.0	16119.46	3	0
91	2008-01-15	2033-03-15	1797987.05	12.25	85.71	66	2100000.0	36770.23	5	0
92	2008-01-15	2023-03-15	1359417.34	11.0	72.57	77	3200000.0	61080.48	5	0
93	2008-01-17	2023-05-29	444350.98	12.0	62.85	23	1100000.0	20927.84	5	0
94	2008-01-18	2023-02-20	907508.83	11.0	75.53	77	3500000.0	40000.0	3	0
95	2008-01-22	2023-03-22	428724.05	10.75	40.45	25	1000000.0	20794.95	3	0
96	2008-01-24	2023-01-18	348146.69	11.5	78.43	42	1200000.0	25578.0	3	0
97	2008-01-24	2023-03-24	401374.17	11.5	69.89	77	2350000.0	25665.0	5	0
98	2008-01-25	2023-03-24	932504.38	11.75	84.0	66	2100000.0	46023.0	5	0
99	2008-01-28	2037-08-28	1111054.17	12.25	67.06	77	1650000.0	32190.0	3	0
100	2008-01-29	2023-03-29	477071.73	11.0	62.47	31	1105000.0	14029.62	3	0
101	2008-01-31	2028-03-31	1001676.42	11.75	57.77	77	1400000.0	29371.2	6	0
102	2008-02-01	2022-05-30	497053.33	12.25	68.74	25	1580000.0	30310.66	3	0
103	2008-02-06	2022-05-10	911239.59	11.75	85.26	77	2500000.0	38976.0	5	0
104	2008-02-07	2023-04-07	432815.39	10.75	58.88	52	1011000.0	24942.16	3	0
105	2008-02-07	2028-10-30	536375.59	11.5	64.86	24	1318000.0	24204.99	3	0
106	2008-02-12	2033-04-12	675603.97	11.75	39.98	24	1100000.0	18808.52	3	0
107	2008-02-13	2023-04-13	424926.11	11.25	46.25	34	1500000.0	33205.0	3	0
108	2008-02-13	2021-03-18	405215.26	11.0	78.05	54	1742500.0	37596.19	5	0
109	2008-02-15	2025-10-20	1550311.07	11.75	82.89	77	2850000.0	66399.8	5	0
110	2008-02-19	2024-03-18	290615.07	12.25	64.28	32	630000.0	13050.0	3	0
111	2008-02-20	2028-04-20	1743419.22	12.0	73.77	77	2400000.0	38243.63	5	0
112	2008-02-22	2033-04-22	1198191.06	12.0	78.65	54	1400000.0	30636.79	4	0
113	2008-02-28	2033-04-28	2657621.42	13.0	79.83	77	3050000.0	50000.0	5	0
114	2008-02-28	2019-03-07	0.0	12.0	86.08	72	6000000.0	87827.1	3	0
115	2008-02-29	2023-04-28	574771.15	11.5	60.95	23	1280000.0	14729.83	4	0
116	2008-02-29	2032-12-28	1493670.07	11.75	59.07	24	2070000.0	25190.38	3	0
117	2008-03-03	2023-05-03	1139545.03	11.5	71.91	77	2750000.0	75086.8	5	0
118	2008-03-04	2033-05-04	2120482.7	14.0	61.53	77	2394850.0	56580.47	3	0
119	2008-03-05	2022-05-05	296635.91	11.25	32.78	56	800000.0	18634.31	3	0
120	2008-03-06	2031-03-18	1387936.49	11.75	46.66	54	1750000.0	35000.0	4	0
121	2008-03-06	2023-05-05	1591540.5	11.5	87.91	77	3550000.0	76535.46	5	0
122	2008-03-06	2023-01-30	561204.35	12.25	77.84	78	1400000.0	29359.58	4	0
123	2008-03-07	2023-05-05	723249.83	11.0	77.38	77	2590000.0	26500.0	5	0
124	2008-03-11	2032-11-18	1475609.28	11.75	73.46	72	1800000.0	35670.0	3	0
125	2008-03-12	2028-05-12	721461.48	11.75	35.97	34	1000000.0	17400.0	3	0
126	2008-03-13	2023-04-18	567521.7	12.25	84.94	54	2200000.0	43500.0	4	0
127	2008-03-13	2033-02-18	1685321.2	11.5	78.43	54	2000000.0	55000.0	5	0
128	2008-03-14	2025-05-14	518208.35	11.25	38.13	34	900000.0	17722.73	3	0
129	2008-03-14	2023-05-12	289301.04	11.19	77.85	16	1730000.0	59813.57	3	0
130	2008-03-14	2023-05-12	1133488.7	11.19	78.03	77	3000000.0	77787.5	3	0
131	2008-03-17	2028-05-17	2319697.18	12.25	90.27	77	3174000.0	59583.33	5	0
132	2008-03-18	2032-08-30	1909215.2	13.25	86.37	63	2700000.0	27416.4	5	0
133	2008-03-18	2030-01-28	922588.58	12.25	89.86	74	1215000.0	30000.0	3	0
134	2008-03-20	2021-05-20	667539.96	11.5	64.09	77	4000000.0	29999.27	3	0
135	2008-03-20	2023-05-22	676710.5	11.25	50.88	77	1500000.0	39593.88	5	0
136	2008-03-20	2033-05-20	2428082.48	12.25	85.6	77	3050000.0	57500.0	3	0
137	2008-03-20	2021-05-20	480546.48	11.75	65.28	54	1730000.0	30000.0	3	0
138	2008-03-25	2023-05-25	1288767.33	11.25	73.51	77	2850000.0	49514.0	3	0
139	2008-03-27	2021-05-27	272725.92	11.25	41.65	78	1000000.0	22403.0	5	0
140	2008-04-02	2023-06-02	1025358.46	11.5	87.82	77	2400000.0	50000.0	4	0
141	2008-04-04	2023-06-02	1518089.24	12.25	41.14	77	3400000.0	42490.84	6	0
142	2008-04-04	2023-02-28	2497766.49	11.0	63.37	77	10000000.0	162000.0	5	0
143	2008-04-04	2030-02-18	563830.33	12.5	70.96	72	1845000.0	35959.13	3	0
144	2008-04-04	2028-06-02	1436132.31	12.5	89.99	42	1943820.0	28818.75	3	0
145	2008-04-04	2022-12-28	1379031.27	11.5	89.18	66	3300000.0	48024.0	5	0
146	2008-04-04	2028-06-02	1274330.73	13.0	69.74	29	1720000.0	23853.98	3	0
147	2008-04-08	2023-06-08	308012.02	10.75	58.28	66	1140000.0	23795.29	5	0
148	2008-04-09	2023-06-09	443903.71	11.5	85.0	72	1411000.0	28198.06	3	0
149	2008-04-14	2023-05-18	545677.91	11.5	84.61	72	1650000.0	47185.41	3	0
150	2008-04-14	2019-08-28	92575.4	11.75	79.57	63	2150000.0	41325.0	5	0
151	2008-04-15	2023-06-15	451906.75	11.25	45.76	74	1000000.0	32593.43	3	0
152	2008-04-16	2025-04-28	436089.82	12.25	75.45	24	1528000.0	33704.62	3	0
153	2008-04-16	2023-06-16	731056.44	11.25	72.59	61	1620000.0	18766.66	3	0
154	2008-04-17	2021-03-18	819655.0	11.75	76.0	77	3500000.0	80000.0	5	0
155	2008-04-18	2032-12-20	1563544.33	12.0	87.07	66	1846000.0	54170.0	4	0
156	2008-04-22	2023-06-22	564023.57	11.75	61.32	63	1400000.0	20897.25	5	0
157	2008-04-25	2020-03-30	192529.47	12.19	69.49	34	1800000.0	34929.05	3	0
158	2008-04-25	2028-06-23	1321233.53	13.19	89.28	54	1750000.0	36835.8	5	0
159	2008-04-25	2032-06-25	5067728.41	12.25	86.44	77	6000000.0	67138.66	5	0
160	2008-04-25	2021-06-25	271300.12	11.25	61.58	38	1130000.0	24541.59	3	0
161	2008-04-28	2019-11-18	142910.32	12.0	86.14	77	2060000.0	52583.33	5	0
162	2008-04-28	2023-06-28	554052.28	12.0	80.18	54	1700000.0	80040.0	4	0
163	2008-04-30	2023-06-30	948833.31	11.5	83.33	72	2050000.0	46336.79	3	0
164	2008-05-04	2023-07-04	620452.18	11.75	78.08	77	2350000.0	39150.0	5	0
165	2008-05-07	2022-07-07	334672.55	11.25	65.47	77	2496000.0	48000.0	5	0
166	2008-05-07	2028-05-29	723133.25	11.75	71.78	16	1440000.0	25548.63	3	0
167	2008-05-12	2024-11-18	902792.14	12.0	70.1	77	2433000.0	47181.25	5	0
168	2008-05-12	2028-06-19	1025276.64	11.5	78.26	54	1800000.0	34362.38	5	0
169	2008-05-14	2027-07-14	903983.2	12.5	80.71	54	1275000.0	44543.61	5	0
170	2008-05-14	2033-07-14	2834879.01	14.69	80.71	77	3245000.0	43865.19	5	0
171	2008-05-15	2023-07-18	668844.49	12.25	76.82	77	2200000.0	49000.0	5	0
172	2008-05-15	2025-01-28	1301643.77	12.44	68.24	77	6000000.0	106493.22	5	0
173	2008-05-22	2022-07-18	1116231.03	11.75	73.01	72	2950000.0	63571.01	3	0
174	2008-05-23	2024-02-19	740498.46	11.75	71.87	66	2300000.0	41333.01	5	0
175	2008-05-23	2033-07-22	1628115.22	11.75	87.55	54	1900000.0	25932.86	5	0
176	2008-05-23	2028-07-21	1068242.55	12.69	89.65	42	1425576.0	16817.41	3	0
177	2008-05-27	2023-07-27	1174990.29	11.5	77.6	78	2500000.0	71750.0	5	0
178	2008-05-27	2032-11-18	1035262.62	12.44	77.07	66	1580000.0	38009.61	5	0
179	2008-05-27	2023-07-27	1899211.32	12.5	69.78	77	3900000.0	80000.0	5	0
180	2008-05-28	2030-07-26	1602088.83	12.25	89.72	59	2000000.0	56227.48	3	0
181	2008-05-28	2019-11-18	164025.2	12.19	84.44	72	1900000.0	52868.12	3	0
182	2008-05-28	2023-07-28	924896.65	11.25	73.91	72	1981000.0	37025.08	3	0
183	2008-05-29	2023-07-28	671311.68	11.75	74.88	77	1750000.0	39150.0	4	0
184	2008-05-29	2023-07-28	1499565.77	11.44	27.81	77	3200000.0	65000.0	5	0
185	2008-05-29	2028-06-28	658401.62	12.94	73.47	52	3000000.0	63991.66	3	0
186	2008-05-30	2021-07-30	463368.84	12.75	62.5	71	1500000.0	10847.99	3	0
187	2008-06-02	2026-07-31	683345.41	11.75	44.6	74	1050000.0	25165.09	3	0
188	2008-06-02	2027-03-29	600436.99	12.0	71.71	78	3600000.0	31401.04	5	0
189	2008-06-03	2023-08-03	1650480.61	14.44	53.99	77	3350000.0	80000.0	5	0
190	2008-06-03	2038-08-03	2802933.56	12.69	75.15	77	3000000.0	54193.82	5	0
191	2008-06-03	2023-05-29	936313.31	11.75	78.7	77	2440000.0	39150.0	5	0
192	2008-06-04	2031-08-04	976590.35	11.75	56.68	24	1196000.0	22862.34	3	0
193	2008-06-05	2023-08-04	716021.29	11.94	42.25	34	1500000.0	39629.93	3	0
194	2008-06-05	2033-08-05	1176140.81	13.19	86.04	63	1523000.0	33215.73	5	0
195	2008-06-05	2028-08-04	1281197.67	11.75	50.69	77	1750000.0	35413.87	5	0
196	2008-06-06	2033-08-05	676175.75	12.5	81.07	77	2100000.0	25083.84	3	0
197	2008-06-06	2023-08-04	471964.08	11.25	57.39	71	1010140.0	30000.0	3	0
198	2008-06-07	2033-08-05	1836468.89	14.19	84.0	23	2058000.0	19451.36	3	0
199	2008-06-09	2023-08-09	2166448.54	12.44	79.46	70	4450000.0	90533.36	3	0
200	2008-06-10	2033-02-10	194219.22	12.5	87.54	77	3950000.0	40971.19	5	0
201	2008-06-10	2023-06-28	335398.32	11.75	73.84	74	1200000.0	35000.0	3	0
202	2008-06-10	2023-08-10	439308.8	12.69	85.0	54	1445000.0	38600.0	5	0
203	2008-06-16	2023-08-16	1063390.06	11.25	58.66	24	2285000.0	54600.0	3	0
204	2008-06-16	2035-08-16	1825364.35	13.44	84.03	36	2000000.0	21750.0	5	0
205	2008-06-18	2020-08-18	296703.79	12.0	85.6	72	2200000.0	20634.75	3	0
206	2008-06-18	2023-08-18	325065.89	11.25	55.6	77	1700000.0	43500.0	5	0
207	2008-06-19	2023-06-28	522085.46	11.25	50.26	74	1500000.0	28720.54	3	0
208	2008-06-23	2023-08-23	582064.14	11.94	38.16	29	1200000.0	28242.61	3	0
209	2008-06-24	2025-01-28	654189.33	12.25	77.17	77	1900000.0	23482.75	3	0
210	2008-06-24	2023-07-28	547758.57	12.19	83.33	42	1500000.0	26821.66	3	0
211	2008-06-26	2023-08-25	531390.7	11.75	77.62	76	1100000.0	25685.59	3	0
212	2008-06-27	2023-08-25	1515254.7	12.69	82.19	77	3050000.0	69800.0	4	0
213	2008-06-27	2023-08-25	971181.37	11.94	55.55	71	2000000.0	46754.66	3	0
214	2008-06-27	2023-08-25	287901.64	12.44	78.05	74	1170000.0	30024.25	3	0
215	2008-06-30	2020-04-28	200695.72	11.5	59.94	78	1900000.0	19091.41	4	0
216	2008-07-02	2033-09-02	1760641.9	13.19	85.0	42	1997500.0	40799.68	3	0
217	2008-07-02	2029-06-18	1011718.65	11.75	59.71	77	3225000.0	55848.58	5	0
218	2008-07-03	2033-09-02	1306254.34	13.19	86.95	70	2800000.0	63431.4	3	0
219	2008-07-08	2030-03-28	1356866.79	12.94	84.75	72	2246000.0	24905.66	3	0
220	2008-07-08	2023-09-08	724885.75	11.94	42.03	25	1496000.0	16355.93	3	0
221	2008-07-08	2022-05-30	319370.91	11.75	42.28	24	1000000.0	20219.32	3	0
222	2008-07-09	2033-09-09	745143.65	12.94	70.99	77	2000000.0	28000.08	5	0
223	2008-07-10	2022-02-18	1401764.41	12.69	84.44	77	4000000.0	84102.89	5	0
224	2008-07-10	2032-11-18	1518440.91	12.69	84.61	54	2200000.0	35793.84	6	0
225	2008-07-11	2026-09-11	898866.69	13.19	85.43	24	2200000.0	44339.11	3	0
226	2008-07-11	2023-09-11	679225.6	13.94	53.23	4	1400000.0	31641.58	3	0
227	2008-07-15	2021-09-15	796368.49	12.69	85.06	29	2500000.0	55080.0	3	0
228	2008-07-15	2033-09-15	3431429.33	12.69	86.34	66	3920000.0	40000.0	4	0
229	2008-07-15	2023-09-15	680485.72	11.94	59.44	28	1400000.0	36033.44	5	0
230	2008-07-16	2023-09-15	1106035.55	14.44	59.63	77	2600000.0	86000.16	5	0
231	2008-07-16	2023-09-15	602794.82	12.19	84.06	61	2000000.0	49785.0	3	0
232	2008-07-17	2025-08-28	822552.23	14.94	67.35	77	2616000.0	60900.0	5	0
233	2008-07-17	2023-09-15	974881.47	11.75	79.68	66	2000000.0	45000.0	5	0
234	2008-07-18	2023-09-18	617411.13	11.25	37.01	24	1300000.0	35833.33	3	0
235	2008-07-18	2031-09-18	3499398.97	14.69	82.04	77	4160000.0	72070.36	6	0
236	2008-07-21	2023-09-21	441435.26	11.25	46.1	59	1600000.0	34334.65	3	0
237	2008-07-22	2022-04-18	353875.07	12.44	72.36	54	1100000.0	22087.16	5	0
238	2008-07-22	2023-09-22	1152499.74	11.5	83.31	77	3000000.0	48981.0	5	0
239	2008-07-22	2023-09-22	2163117.69	11.25	55.39	77	4500000.0	83354.94	5	0
240	2008-07-23	2023-09-22	638585.85	11.94	37.11	77	1300000.0	48631.12	5	0
241	2008-07-24	2028-09-22	1095549.48	12.94	75.78	54	1440000.0	40000.0	5	0
242	2008-07-25	2020-07-28	903558.15	12.69	89.91	77	5485000.0	61522.83	5	0
243	2008-07-31	2028-09-29	1875454.23	14.19	80.26	72	2400000.0	47146.66	3	0
244	2008-07-31	2023-09-29	589493.28	11.94	37.18	31	1200000.0	34481.29	3	0
245	2008-07-31	2023-09-29	1298294.62	13.94	28.61	77	5498000.0	112375.62	5	0
246	2008-08-04	2023-10-04	1144366.84	11.75	67.79	77	3200000.0	47500.0	5	0
247	2008-08-05	2023-10-05	837473.69	11.94	45.57	54	1700000.0	24756.29	4	0
248	2008-08-05	2023-10-05	968602.65	11.44	57.53	77	2000000.0	43916.66	4	0
249	2008-08-05	2023-10-05	607695.32	12.44	64.51	73	1200000.0	18387.34	3	0
250	2008-08-07	2023-10-06	1661003.53	13.19	87.56	25	3240000.0	66295.27	3	0
251	2008-08-07	2028-10-06	2822033.27	11.94	59.88	77	3785000.0	41800.48	4	0
252	2008-08-07	2023-10-06	1225523.0	12.19	89.96	24	2475000.0	28295.08	3	0
253	2008-08-07	2023-10-06	526625.43	11.94	42.59	24	1070000.0	25274.95	3	0
254	2008-08-07	2027-05-18	973681.64	14.19	88.21	36	1392000.0	33610.0	4	0
255	2008-08-08	2023-10-06	1197751.61	11.94	76.18	77	2435000.0	72162.41	4	0
256	2008-08-08	2023-10-06	498335.27	11.94	58.13	4	1000000.0	14261.37	3	0
257	2008-08-11	2023-12-28	647053.18	13.44	88.85	77	2890000.0	52200.0	5	0
258	2008-08-12	2028-05-18	925057.09	13.19	85.4	72	2340000.0	34987.3	3	0
259	2008-08-12	2023-10-12	742252.95	13.44	77.25	66	2370000.0	50000.0	5	0
260	2008-08-14	2023-09-11	697907.76	12.44	71.47	77	3000000.0	69416.66	4	0
261	2008-08-14	2021-10-14	449993.65	12.44	65.21	66	1350000.0	20535.63	4	0
262	2008-08-15	2033-10-14	698303.52	12.44	51.81	67	800000.0	19082.0	3	0
263	2008-08-15	2023-10-13	600741.86	12.44	72.33	61	1200000.0	16095.0	3	0
264	2008-08-18	2023-08-18	448170.14	12.44	75.27	74	1300000.0	16852.93	3	0
265	2008-08-18	2033-10-18	703779.45	12.94	78.04	51	800000.0	19167.86	5	0
266	2008-08-19	2033-10-19	2124058.27	11.94	44.63	77	2454000.0	42928.55	3	0
267	2008-08-22	2033-10-21	1612298.55	13.19	84.88	70	1825000.0	47897.61	5	0
268	2008-08-22	2023-10-20	489500.45	11.44	26.15	74	1000000.0	28908.59	3	0
269	2008-08-22	2023-10-20	842224.99	11.94	44.32	24	1687000.0	43000.0	3	0
270	2008-08-25	2023-10-25	769595.74	11.94	73.37	77	2500000.0	24500.5	5	0
271	2008-08-26	2033-01-28	3888020.47	14.94	84.91	77	4900000.0	61439.11	5	0
272	2008-08-27	2028-10-27	497339.99	12.94	77.41	56	1200000.0	27539.36	3	0
273	2008-08-28	2023-10-27	1266029.77	12.94	57.46	52	2480000.0	56722.41	3	0
274	2008-08-29	2033-10-28	1127927.13	13.19	84.96	25	1277000.0	45188.36	3	0
275	2008-09-01	2023-11-01	1763450.92	12.69	86.09	24	3450000.0	51353.98	3	0
276	2008-09-02	2023-11-02	725813.01	11.94	79.68	25	2020000.0	79734.05	3	0
277	2008-09-03	2021-06-28	585262.81	12.69	88.34	74	2115000.0	38757.2	3	0
278	2008-09-04	2033-11-04	602577.49	11.94	45.96	76	1200000.0	23173.91	3	0
279	2008-09-04	2023-11-03	1705355.48	11.75	76.73	77	3450000.0	47399.33	5	0
280	2008-09-04	2019-05-20	16287.47	12.44	72.73	78	1910000.0	23362.84	4	0
281	2008-09-08	2023-11-08	397906.68	11.94	48.69	74	800000.0	20884.99	3	0
282	2008-09-09	2027-01-18	2852644.49	12.25	70.77	66	7000000.0	122380.91	5	0
283	2008-09-10	2023-11-10	324107.61	11.94	35.32	74	650000.0	20414.75	3	0
284	2008-09-10	2028-04-10	1366494.98	13.94	77.75	24	1800000.0	24051.66	3	0
285	2008-09-11	2023-09-28	278064.87	11.94	59.95	66	1400000.0	32639.77	4	0
286	2008-09-12	2023-11-10	78519.65	12.94	90.12	34	2300000.0	73599.89	3	0
287	2008-09-12	2023-11-10	836485.71	12.44	75.21	66	2030000.0	40535.58	5	0
288	2008-09-15	2023-11-15	961415.0	11.94	76.87	77	1900000.0	40517.13	5	0
289	2008-09-16	2028-08-28	1619092.97	12.69	83.89	77	3300000.0	54342.83	3	0
290	2008-09-16	2028-11-16	1321587.86	13.19	86.0	77	1850000.0	51830.0	5	0
291	2008-09-16	2023-06-19	834992.82	12.94	73.59	77	1950000.0	41074.23	6	0
292	2008-09-17	2023-11-17	829735.22	12.69	81.38	54	1600000.0	22982.99	5	0
293	2008-09-17	2023-08-28	695541.38	13.69	84.57	72	1700000.0	25700.0	3	0
294	2008-09-19	2033-11-18	1670804.31	13.19	81.29	66	2479519.0	55158.23	5	0
295	2008-09-22	2020-03-30	12853.99	12.69	84.97	52	1380000.0	34414.41	3	0
296	2008-09-22	2023-11-22	750852.32	11.94	38.1	24	1486000.0	32348.31	3	0
297	2008-09-22	2033-04-28	2820526.08	12.69	81.11	77	5600000.0	103267.11	5	0
298	2008-09-23	2023-11-23	1283891.84	12.44	69.25	54	2500000.0	33535.23	5	0
299	2008-09-25	2028-08-18	680833.4	12.94	69.76	30	900000.0	11658.0	4	0
300	2008-09-25	2023-11-24	683793.79	13.69	88.6	24	1998000.0	38446.94	3	0
