Номер закладной	Дата выдачи	Дата погашения	Текущий ОД	Ставка по кредиту	Кредит/Залог	Регион	Первоначальный ОД	Доходы заемщика	Образование	Продукт
1019	2016-06-17	2041-05-27	1305695.44	12.25	55.15	66	1400000.0	44013.94	5	0
1020	2016-02-02	2036-01-13	407501.97	13.65	65.1	66	1850000.0	71129.26	5	0
1021	2017-01-16	2035-12-20	1197341.0	11.9	49.06	66	1217000.0	30036.06	5	0
1022	2013-08-22	2038-07-27	4306331.39	11.5	80.24	66	4900000.0	113494.05	5	0
1023	2013-12-30	2038-12-20	1360903.17	11.25	70.0	66	1881600.0	42028.0	4	0
1024	2012-11-29	2024-11-20	588478.27	12.55	53.09	74	1250000.0	38940.81	4	0
1025	2014-04-25	2021-03-27	151411.8	12.5	41.11	74	682457.84	57217.99	5	0
1026	2008-06-11	2023-05-20	864011.12	12.4	53.79	66	1930000.0	45380.0	5	0
1027	2008-06-07	2022-02-02	665489.57	12.9	82.2	66	1600000.0	45015.0	5	0
1028	2014-12-25	2019-12-22	439779.69	11.5	38.87	74	1000000.0	146570.76	5	0
1029	2014-02-12	2018-02-22	0.0	11.25	63.56	66	1500000.0	36317.5	4	0
1030	2014-04-09	2021-03-15	546348.3	11.75	33.93	66	1000000.0	56425.0	5	0
1031	2013-08-09	2028-07-15	1202089.91	11.0	70.0	66	2199400.0	204955.0	6	0
1032	2008-04-01	2022-09-25	907180.0	12.4	90.0	66	1938000.0	45500.0	5	0
1033	2014-03-20	2029-02-22	1703572.66	13.0	82.09	66	2800000.0	70035.0	5	0
1034	2008-04-15	2028-03-21	926573.04	12.4	88.67	66	1845000.0	52502.86	5	0
1035	2017-02-10	2042-01-20	4054757.98	11.9	76.92	66	4164974.07	129873.87	5	0
1036	2014-12-26	2029-11-27	508924.21	15.25	22.82	74	1000000.0	135562.49	5	0
1037	2014-10-23	2029-09-25	380179.59	12.0	53.44	74	700000.0	24990.61	4	0
1038	2013-11-20	2031-11-20	918389.64	12.5	65.06	74	1000000.0	26338.0	4	0
1039	2017-02-02	2037-01-12	1970677.47	11.25	70.29	66	2000000.0	64967.82	5	0
1040	2014-02-24	2034-01-25	1293248.54	12.5	70.25	66	2300000.0	115920.25	5	0
1041	2013-07-22	2028-07-10	1438142.12	11.0	52.76	66	1700000.0	57421.97	5	0
1042	2016-02-15	2028-01-19	402051.8	13.65	41.88	74	700000.0	27216.8	4	0
1043	2013-11-08	2037-10-11	315240.39	12.25	20.92	66	1300000.0	31224.13	5	0
1044	2013-12-18	2032-11-27	927085.65	12.25	57.11	74	1000000.0	25618.3	5	0
1045	2014-01-17	2033-12-18	3020124.87	12.25	65.92	66	3220000.0	88626.16	5	0
1046	2014-07-17	2021-06-25	490326.44	12.5	33.71	74	842634.01	65693.0	5	0
1047	2014-11-25	2024-11-15	567816.01	12.75	49.9	74	1000000.0	41705.0	5	0
1048	2014-11-25	2034-11-20	924806.72	12.5	58.37	74	985000.0	46000.0	6	0
1049	2014-11-28	2029-11-02	1241338.74	12.75	56.64	74	1360000.0	40616.29	5	0
1050	2014-11-27	2029-11-25	288884.21	12.75	68.75	74	1100000.0	43328.88	4	0
1051	2016-06-01	2031-05-27	1568064.93	12.25	54.72	66	1639000.0	45000.0	5	0
1052	2017-02-21	2027-01-16	1148564.88	11.9	51.19	66	1229061.25	50897.67	3	0
1053	2016-05-23	2029-05-15	2026638.88	11.5	80.0	66	2160000.0	49386.45	5	0
1054	2016-05-27	2031-05-10	1891410.65	13.5	58.58	72	1974156.72	77706.14	5	0
1055	2016-06-07	2019-07-10	530501.16	13.0	63.14	66	2400000.0	70494.8	5	0
1056	2016-05-31	2030-11-20	1081114.46	12.5	69.63	74	1300000.0	42760.5	5	0
1057	2016-06-01	2026-05-18	1357150.8	12.25	62.45	74	1500000.0	48143.57	4	0
1058	2016-06-23	2031-06-10	863013.98	12.25	47.75	66	900000.0	38062.21	3	0
1059	2016-06-20	2031-05-27	1013863.22	13.25	68.24	74	1459000.0	84080.0	5	0
1060	2016-07-01	2023-04-22	1215990.61	11.5	59.37	66	2000000.0	63620.04	5	0
1061	2016-06-28	2036-05-17	1163079.96	12.25	65.92	66	1200000.0	36210.2	5	0
1062	2016-07-11	2019-05-27	125402.86	12.25	32.76	66	800000.0	41004.64	5	0
1063	2016-06-24	2026-06-20	563964.5	12.5	57.85	74	619000.0	20228.1	4	0
1064	2016-07-01	2031-06-10	710224.66	11.5	30.61	66	1200000.0	95456.25	5	0
1065	2016-08-08	2024-07-15	1022120.17	12.25	81.54	66	1590000.0	60119.7	5	0
1066	2016-08-09	2026-07-11	1367853.61	11.5	35.22	66	1500000.0	117652.83	5	0
1067	2016-08-01	2031-07-15	2048115.51	11.5	78.79	74	2600000.0	85000.0	4	0
1068	2016-08-02	2031-07-20	1155158.57	12.5	72.68	74	1200000.0	46329.64	5	0
1069	2016-08-15	2026-08-05	552883.82	13.5	28.33	74	1050000.0	60030.0	5	0
1070	2016-09-12	2039-08-16	1494767.07	11.5	53.05	66	3000000.0	146599.57	5	0
1071	2016-08-25	2036-08-10	2665848.27	11.5	78.36	66	2720000.0	80040.0	5	0
1072	2016-09-06	2030-08-24	1324169.33	11.5	50.68	66	1850000.0	75727.24	5	0
1073	2016-09-08	2023-03-15	1300672.57	11.5	77.72	66	2790000.0	54535.61	3	0
1074	2016-09-21	2026-09-15	1383353.14	11.5	61.15	74	1500000.0	91855.82	4	0
1075	2016-10-03	2030-07-15	1666797.61	11.5	53.59	66	1800000.0	102256.13	5	0
1076	2016-09-29	2039-09-16	674488.25	11.5	56.21	74	1136000.0	26149.0	4	0
1077	2016-11-02	2031-10-15	1338149.66	12.25	81.05	66	1400000.0	67814.09	4	0
1078	2016-05-31	2024-05-15	630995.21	12.25	41.15	66	1100000.0	45228.12	5	0
1079	2012-05-28	2035-05-25	1273724.04	13.75	84.97	66	2397000.0	96525.34	6	0
1080	2016-05-20	2027-06-15	1167383.68	12.25	56.55	66	1570000.0	39713.4	5	0
1081	2016-05-06	2026-04-15	2631126.16	13.5	49.04	66	2921070.78	121690.92	5	0
1082	2016-12-29	2031-12-20	576426.0	11.9	46.62	66	1250000.0	35621.42	5	0
1083	2015-12-08	2020-11-10	634014.84	14.4	35.96	66	1000000.0	53611.47	5	0
1084	2015-02-12	2035-01-27	504769.1	14.25	52.48	66	2300000.0	80256.28	5	0
1085	2014-12-16	2028-11-20	2223115.75	13.25	83.85	66	3500000.0	87127.41	5	0
1086	2015-01-15	2019-12-27	298680.56	12.5	37.56	66	800000.0	66580.02	4	0
1087	2016-09-20	2026-09-10	1850444.09	12.25	48.97	66	2000000.0	74130.17	5	0
1088	2016-05-06	2026-04-16	900604.24	12.5	54.79	74	1000000.0	67890.54	5	0
1089	2017-01-17	2029-12-18	3013242.22	11.9	63.65	66	3137848.2	75737.75	4	0
1090	2016-11-14	2032-10-15	4297003.16	11.9	74.7	66	4422600.0	99700.0	5	0
1091	2016-03-21	2021-03-20	984001.81	13.7	42.3	66	1400000.0	104147.6	5	0
1092	2016-11-28	2023-11-15	1471966.87	12.9	42.67	66	1710868.06	116540.23	6	0
1093	2017-01-13	2031-12-20	1069116.75	11.9	63.66	74	1100000.0	29318.33	4	0
1094	2015-12-08	2030-11-25	925117.39	14.4	81.01	74	1600000.0	53099.96	5	0
1095	2015-12-24	2040-12-16	357637.79	13.65	82.87	66	1229100.0	37668.04	4	0
1096	2015-12-30	2031-12-04	2004581.59	13.65	73.48	74	2100000.0	58834.59	5	0
1097	2016-01-25	2036-01-10	1446830.91	14.9	83.26	66	1930000.0	78589.16	5	0
1098	2016-02-20	2031-02-20	1130400.03	14.15	69.64	74	1645000.0	55456.1	4	0
1099	2016-03-23	2041-03-20	2424467.78	11.3	71.62	66	2460000.0	81030.38	4	0
1100	2016-10-28	2033-10-12	1122616.53	12.25	39.67	66	1150000.0	44168.68	5	0
1101	2016-06-01	2029-05-12	968919.04	12.25	22.48	66	1030000.0	32063.0	5	0
1102	2016-09-12	2021-08-20	462284.41	12.25	18.71	66	600000.0	30798.45	5	0
1103	2016-12-06	2031-11-10	677402.55	11.9	73.28	74	1700000.0	53953.78	5	0
1104	2016-12-21	2031-12-17	1328042.62	11.9	39.7	66	1369528.74	47818.75	5	0
1105	2016-04-27	2030-04-20	1678222.53	12.25	73.1	66	2400000.0	81988.85	5	0
1106	2016-04-22	2030-02-27	1029275.39	12.25	79.33	74	1249500.0	27577.94	4	0
1107	2016-05-16	2036-04-27	782055.88	12.25	36.36	66	800000.0	27000.0	3	0
1108	2016-05-13	2021-04-15	1278500.69	12.5	69.32	72	2499000.0	151451.44	5	0
1109	2016-05-13	2031-04-20	1095180.1	12.5	60.13	74	1350000.0	37553.36	4	0
1110	2013-12-03	2030-11-27	1296868.91	11.5	70.42	54	1500000.0	161048.07	5	0
1111	2013-02-01	2026-01-27	1477016.35	12.0	67.78	74	1900000.0	65250.88	5	0
1112	2017-02-13	2018-02-06	0.0	11.9	47.05	66	2300000.0	139898.97	5	0
1113	2014-04-25	2034-04-15	955276.35	12.25	43.81	59	1250000.0	75037.5	6	0
1114	2013-05-07	2033-04-02	594435.16	12.0	67.19	52	1700000.0	46110.0	5	0
1115	2013-06-13	2028-06-07	852790.1	12.0	42.92	2	1000000.0	30015.0	5	0
1116	2013-05-24	2033-05-14	1387318.96	12.5	80.0	59	1920000.0	48651.05	5	0
1117	2013-05-27	2033-05-11	1124275.95	12.5	78.34	2	1530000.0	53434.77	4	0
1118	2014-08-19	2024-07-20	613686.44	12.25	55.4	52	1350000.0	46762.5	5	0
1119	2013-10-28	2018-02-10	0.0	12.0	55.57	16	1700000.0	103283.75	5	0
1120	2013-05-30	2023-05-16	308108.56	12.5	43.37	59	850000.0	29470.78	4	0
1121	2014-09-19	2034-09-10	869160.06	12.0	32.45	52	2300000.0	48601.54	5	0
1122	2014-10-09	2034-09-10	475635.67	12.25	48.33	52	1750000.0	55038.63	5	0
1123	2013-07-11	2031-06-15	1177715.12	12.25	40.0	52	1300000.0	34908.75	5	0
1124	2016-10-20	2026-10-27	793058.07	11.9	48.39	52	1500000.0	47850.0	5	0
1125	2014-10-24	2029-09-27	1374646.04	12.0	57.03	16	2000000.0	42218.34	5	0
1126	2013-07-18	2028-07-17	650008.29	12.25	60.0	52	1260000.0	58867.68	5	0
1127	2016-05-27	2041-05-10	479170.57	12.5	69.82	63	2200000.0	89147.86	5	0
1128	2013-07-23	2028-07-20	1302502.98	12.0	68.49	59	2000000.0	49017.58	5	0
1129	2013-07-24	2035-07-20	990353.05	12.0	68.58	59	1460000.0	35606.28	5	0
1130	2013-08-23	2033-08-10	752212.88	12.0	41.53	59	1000000.0	46353.6	5	0
1131	2014-04-24	2029-04-15	1369720.05	12.0	70.0	52	1925000.0	54966.75	5	0
1132	2013-07-29	2023-07-17	659282.06	12.0	30.28	59	960000.0	31316.66	4	0
1133	2014-05-15	2039-05-10	515075.89	11.5	58.66	52	1470000.0	37217.3	5	0
1134	2014-09-23	2034-09-15	983764.94	12.0	29.91	2	1035000.0	30382.89	4	0
1135	2013-10-14	2023-09-27	870536.66	12.0	59.76	16	1350000.0	62031.0	5	0
1136	2013-10-18	2033-09-25	589568.8	12.25	56.77	16	1300000.0	48152.36	5	0
1137	2013-10-14	2028-09-17	1294619.08	12.25	68.18	59	1500000.0	46711.73	5	0
1138	2013-10-23	2033-10-15	842644.53	12.25	32.77	2	1167000.0	29047.1	4	0
1139	2013-10-24	2028-09-27	1620008.43	12.5	85.0	2	2354500.0	57469.3	5	0
1140	2013-04-23	2038-04-15	636339.76	12.0	36.32	16	662893.0	15795.86	6	0
1141	2013-11-08	2023-10-25	634829.88	13.0	33.84	16	899040.0	41061.13	5	0
1142	2016-12-26	2031-12-17	1145628.21	11.9	45.44	59	1181478.82	41382.64	5	0
1143	2013-12-25	2028-12-15	1964595.59	11.5	77.54	16	2820000.0	110987.27	5	0
1144	2012-12-10	2027-11-26	687027.54	12.0	39.89	2	1400000.0	51705.85	5	0
1145	2014-05-21	2018-02-10	0.0	11.5	28.23	63	500000.0	20000.0	5	0
1146	2012-12-24	2036-12-15	758048.68	12.25	72.54	2	1458000.0	35567.78	5	0
1147	2013-01-25	2028-01-15	1329988.14	13.25	71.21	16	3716362.0	158370.93	6	0
1148	2014-06-19	2021-06-07	291413.49	11.75	15.75	16	500000.0	22878.56	4	0
1149	2013-02-20	2028-02-20	329424.46	12.0	31.37	52	800000.0	36462.13	5	0
1150	2013-02-25	2030-01-27	1315831.2	12.0	63.76	2	1900000.0	50046.17	5	0
1151	2014-12-30	2024-12-27	811460.21	14.5	27.32	2	1000000.0	65570.67	5	0
1152	2014-11-10	2029-10-24	904585.17	12.75	85.0	64	994500.0	36250.0	4	0
1153	2013-08-26	2028-08-22	1546169.9	12.0	63.16	52	1800000.0	64608.64	5	0
1154	2013-09-03	2028-08-25	1385720.45	12.75	85.0	64	1598000.0	68229.96	5	0
1155	2013-08-27	2028-08-20	1810981.43	12.25	69.54	2	2100000.0	75307.13	4	0
1156	2016-11-16	2031-11-02	993820.83	11.5	68.97	52	3800000.0	266278.62	5	0
1157	2016-06-22	2021-06-17	1186098.17	12.25	77.29	52	1600000.0	111095.25	5	0
1158	2014-07-04	2029-06-15	2241810.16	12.5	69.14	2	2500000.0	63800.0	5	0
1159	2013-09-19	2023-09-16	484476.79	12.25	40.0	59	688000.0	47854.65	4	0
1160	2013-12-26	2033-12-20	1243897.93	12.5	74.94	16	2150000.0	60625.99	5	0
1161	2013-09-24	2031-08-27	1315933.09	12.0	62.87	63	1450000.0	38892.52	5	0
1162	2013-09-30	2028-09-03	1193638.49	12.0	50.41	2	1850000.0	56217.09	5	0
1163	2016-10-06	2026-09-15	1110273.49	12.25	48.98	52	1200000.0	41760.0	3	0
1164	2014-02-24	2021-02-02	531955.85	11.5	31.25	52	1000000.0	40000.0	5	0
1165	2013-02-27	2038-02-02	1437312.96	12.0	44.64	2	1500000.0	47126.92	5	0
1166	2013-11-12	2038-10-17	1297062.07	11.5	84.99	63	1722000.0	41225.65	5	0
1167	2013-03-18	2023-03-11	607117.5	12.0	46.03	2	1160000.0	45022.64	5	0
1168	2013-03-18	2038-02-26	586178.3	13.0	60.98	52	1500000.0	38715.0	5	0
1169	2015-12-25	2025-11-26	335011.47	13.9	51.72	64	600000.0	52927.04	5	0
1170	2013-06-10	2028-05-15	1035119.34	12.25	62.5	2	2000000.0	67977.07	6	0
1171	2016-08-15	2026-08-12	1219480.26	13.25	29.4	2	1322795.68	66603.18	5	0
1172	2016-10-19	2024-01-08	401726.07	11.9	78.67	66	1700000.0	43693.79	5	0
1173	2008-09-17	2028-11-27	626567.09	12.4	85.19	74	1300000.0	32690.08	4	0
1174	2011-03-28	2029-03-02	795990.99	12.25	84.92	74	952000.0	33197.03	5	0
1175	2014-06-20	2039-06-15	1742646.75	11.75	83.02	66	2224000.0	46053.75	3	0
1176	2012-11-20	2037-10-27	1201459.51	12.5	79.66	66	2000000.0	52170.42	5	0
1177	2013-06-27	2028-06-02	1473505.27	11.5	60.23	66	2100000.0	56343.4	5	0
1178	2016-10-13	2031-10-10	1032243.03	11.5	38.4	66	1500000.0	54821.69	3	0
1179	2014-05-19	2029-04-26	929469.15	12.5	35.08	66	1522000.0	114555.0	4	0
1180	2014-05-27	2024-05-27	487539.73	11.5	51.61	66	4500000.0	167122.5	5	0
1181	2014-09-11	2029-09-11	1650019.69	12.75	74.86	74	1820000.0	66534.87	5	0
1182	2016-03-21	2031-03-10	1915746.84	13.9	75.76	72	2000000.0	220356.89	5	0
1183	2013-01-17	2032-12-18	2303958.05	12.75	84.06	66	2500000.0	71980.25	5	0
1184	2016-11-25	2018-02-27	0.0	12.9	41.82	66	2522634.83	81735.81	5	0
1185	2016-12-05	2031-11-25	775736.63	12.9	19.59	66	1102541.45	110928.65	5	0
1186	2013-07-01	2033-06-20	832771.56	12.5	38.06	66	1700000.0	118441.52	5	0
1187	2014-12-25	2019-12-22	841136.9	12.0	10.5	66	1900000.0	250560.0	5	0
1188	2008-07-08	2023-06-12	1090482.5	12.4	74.83	66	1900000.0	45772.88	6	0
1189	2014-09-09	2029-08-11	2146799.73	11.5	67.61	66	2400000.0	54674.72	5	0
1190	2014-10-07	2029-09-25	1126829.73	12.25	40.0	66	1700000.0	53279.15	5	0
1191	2013-11-20	2033-10-25	1583814.78	12.5	69.62	74	2337500.0	56422.61	5	0
1192	2016-05-19	2026-05-24	1398861.79	12.5	83.17	66	3782500.0	128193.25	5	0
1193	2013-06-19	2037-05-27	1199824.06	12.75	40.61	66	1250000.0	59378.21	5	0
1194	2017-02-16	2024-09-15	1285129.19	11.9	49.39	66	1680592.64	71756.36	5	0
1195	2016-08-09	2036-07-27	1224594.21	11.5	70.01	66	3000000.0	120417.99	5	0
1196	2013-11-28	2038-11-25	2599907.27	12.5	63.76	74	4700000.0	119531.26	6	0
1197	2007-12-27	2032-12-21	423262.31	11.9	45.02	66	1400000.0	37814.84	5	0
1198	2007-12-28	2026-04-21	1463504.19	11.9	74.8	66	2090000.0	44623.46	5	0
1199	2013-03-28	2028-03-15	825172.84	12.0	60.38	66	1000000.0	43708.75	5	0
1200	2014-10-07	2029-10-02	2719171.1	12.5	74.42	66	3000000.0	125720.24	5	0
1201	2013-11-27	2028-11-15	440797.77	11.0	53.04	74	950000.0	35331.2	4	0
1202	2013-03-14	2018-02-22	0.0	12.0	22.75	66	600000.0	81817.69	3	0
1203	2012-07-03	2026-06-20	546153.02	13.25	84.31	74	1100000.0	38234.78	4	0
1204	2012-11-29	2027-11-10	902699.95	12.0	67.56	66	2000000.0	62837.34	5	0
1205	2016-07-07	2041-06-25	2966063.11	11.5	59.46	72	3000000.0	60900.0	5	0
1206	2007-11-28	2022-11-10	612310.52	12.9	85.49	74	1700000.0	45000.0	3	0
1207	2007-11-19	2022-11-15	380013.47	11.9	49.44	74	732000.0	21900.8	5	0
1208	2007-12-27	2032-12-15	609864.04	12.4	69.98	74	1587000.0	39062.97	5	0
1209	2007-12-18	2027-11-20	1062841.69	12.4	87.3	74	1836000.0	87558.67	5	0
1210	2007-12-19	2022-10-20	322305.62	11.9	71.23	74	1000000.0	28714.7	4	0
1211	2011-10-11	2018-02-28	0.0	12.0	81.75	74	1100000.0	30284.06	5	0
1212	2008-08-06	2033-07-15	736509.48	13.4	67.07	74	1300000.0	41500.0	6	0
1213	2011-09-16	2026-09-11	1736447.49	12.0	67.5	74	2250000.0	90257.8	5	0
1214	2008-05-29	2023-05-24	645397.41	12.9	88.7	74	1710000.0	61675.0	5	0
1215	2010-12-10	2025-11-20	449292.84	12.0	57.36	74	1023000.0	28076.64	4	0
1216	2011-02-15	2029-01-25	790349.75	12.5	69.66	74	1450000.0	39374.46	5	0
1217	2012-05-12	2027-05-10	658308.66	13.0	83.71	74	1290000.0	45091.24	4	0
1218	2011-08-19	2026-07-25	910519.81	12.5	85.0	74	1182350.0	35267.63	5	0
1219	2011-09-20	2018-02-03	0.0	14.0	74.76	74	2500000.0	95000.0	5	0
1220	2011-09-12	2031-08-27	1283002.67	13.0	84.98	74	1827000.0	47023.5	5	0
1221	2011-10-14	2031-09-27	1068725.42	12.5	82.13	74	1200000.0	31886.2	5	0
1222	2011-11-17	2028-10-27	1010746.21	14.5	84.59	74	1187949.0	44177.49	5	0
1223	2012-09-25	2022-09-16	819489.29	13.8	75.88	74	1340000.0	55210.2	5	0
1224	2012-09-21	2029-08-24	572478.63	12.5	70.98	74	900000.0	27030.71	4	0
1225	2008-09-09	2021-02-20	430684.48	13.4	74.99	24	2021250.0	54965.73	3	0
1226	2008-03-20	2021-03-10	682285.73	12.4	83.5	24	2100000.0	54636.0	5	0
1227	2011-05-12	2036-05-10	1221062.62	12.5	82.66	24	1997500.0	54064.52	5	0
1228	2011-03-05	2035-02-12	1443517.75	12.5	82.4	24	1555500.0	39535.29	5	0
1229	2011-09-05	2026-08-25	1379560.65	12.0	83.65	24	1800000.0	66866.25	5	0
1230	2014-04-23	2039-04-10	1941856.83	11.5	85.83	66	2465000.0	71065.51	5	0
1231	2017-02-14	2032-01-15	2508983.56	11.25	62.1	66	2580000.0	86214.24	5	0
1232	2017-01-10	2018-02-16	0.0	11.9	49.26	66	3371469.09	258462.82	5	0
1233	2008-10-15	2020-09-27	595562.32	12.4	44.63	66	1680000.0	42968.26	5	0
1234	2016-10-05	2036-09-06	2453916.52	11.5	68.49	66	2500000.0	70934.0	5	0
1235	2016-10-20	2028-10-04	946183.33	11.5	59.38	74	1000000.0	32360.0	5	0
1236	2016-10-13	2033-11-15	1865363.83	11.9	75.44	66	2000000.0	55970.97	5	0
1237	2013-10-11	2028-09-17	1831308.91	11.5	76.76	66	2134000.0	50649.59	5	0
1238	2017-02-10	2028-09-15	1068338.37	11.9	55.42	66	2504843.14	55502.21	6	0
1239	2013-12-17	2038-11-24	959932.5	11.0	55.4	74	1000000.0	23392.13	5	0
1240	2013-08-29	2038-08-10	1013425.89	11.75	79.17	74	1520000.0	44203.11	5	0
1241	2012-10-31	2022-10-22	927570.51	12.25	52.59	66	1500000.0	47037.45	3	0
1242	2016-12-05	2038-08-13	2581045.74	11.9	73.26	72	2750000.0	63845.95	4	0
1243	2013-05-24	2024-05-22	358123.18	13.0	73.61	74	1110000.0	36087.9	4	0
1244	2013-02-01	2028-01-10	1087264.45	12.25	63.35	74	1300000.0	37410.0	5	0
1245	2012-06-26	2027-05-27	1510556.9	13.8	46.34	66	2500000.0	84042.0	5	0
1246	2013-12-30	2038-12-06	900324.78	11.5	70.42	74	1669000.0	40304.48	4	0
1247	2016-02-29	2031-02-15	915673.04	14.15	77.78	74	1170000.0	36194.18	4	0
1248	2016-09-12	2026-09-10	1239783.92	11.5	48.65	66	1800000.0	105208.57	5	0
1249	2016-09-16	2031-09-15	963816.86	11.5	65.79	74	1000000.0	32625.0	5	0
1250	2014-04-17	2034-04-15	687437.41	11.75	28.13	66	1200000.0	57093.75	5	0
1251	2016-12-29	2031-12-20	6414899.03	11.9	51.6	66	6640475.29	210000.0	5	0
1252	2013-07-05	2038-06-10	1193344.53	11.5	69.86	66	1400000.0	36606.57	5	0
1253	2012-10-09	2029-09-12	1061161.37	13.5	83.89	66	2498150.0	63299.36	5	0
1254	2014-02-21	2029-02-03	1641946.48	11.75	82.13	66	1870000.0	49063.0	5	0
1255	2013-11-13	2033-11-10	428984.34	11.5	76.0	66	1900000.0	48667.35	5	0
1256	2016-07-22	2019-10-07	529095.84	13.5	42.6	66	1322308.99	109278.62	5	0
1257	2012-10-17	2037-10-17	713903.39	12.5	84.82	74	1190000.0	33063.02	5	0
1258	2013-11-08	2029-10-10	1005023.92	11.0	48.92	74	1150000.0	30230.49	4	0
1259	2013-06-06	2023-05-25	648421.78	11.5	69.94	74	1099000.0	39059.89	5	0
1260	2016-12-21	2037-12-20	2283407.93	11.9	79.92	66	2607000.0	56803.08	5	0
1261	2012-11-14	2018-02-27	0.0	12.0	62.16	66	1250000.0	45626.88	5	0
1262	2012-11-30	2018-02-14	0.0	13.0	44.62	74	950000.0	23928.53	4	0
1263	2012-11-19	2032-10-26	789715.27	12.25	33.78	66	1300000.0	41925.47	5	0
1264	2013-06-28	2026-06-10	447395.32	13.0	39.01	74	550000.0	16937.5	4	0
1265	2014-09-25	2024-08-27	786733.51	12.0	77.31	74	1840000.0	52153.35	5	0
1266	2014-01-28	2024-01-20	1042224.08	11.0	66.84	66	2000000.0	64533.88	5	0
1267	2013-11-14	2023-10-21	195187.51	11.25	63.03	66	1720000.0	52963.25	4	0
1268	2013-04-12	2035-03-26	885702.75	11.75	69.99	66	945000.0	24716.35	5	0
1269	2014-04-29	2024-04-10	744460.48	11.25	22.5	66	1000000.0	61629.5	5	0
1270	2017-02-13	2036-01-25	2199080.38	12.4	38.95	66	2232742.65	80395.95	6	0
1271	2012-12-10	2037-11-11	1271138.09	12.5	70.83	66	2129000.0	48751.29	5	0
1272	2017-01-31	2031-03-15	1398895.26	11.9	62.24	66	1529965.39	50425.2	5	0
1273	2016-04-29	2036-04-02	1465123.48	12.25	62.45	74	1500000.0	63219.2	5	0
1274	2013-11-22	2038-11-22	897291.59	12.0	17.09	66	929670.0	55831.78	5	0
1275	2016-08-05	2026-07-12	1646920.8	12.25	80.94	66	1800000.0	62312.04	5	0
1276	2013-11-13	2031-10-18	1249720.83	12.0	53.31	74	1370000.0	39928.65	4	0
1277	2013-11-22	2026-11-20	858742.21	13.25	65.23	74	1036572.3	44512.91	4	0
1278	2016-08-31	2021-11-18	315635.02	12.25	85.0	66	3740000.0	106778.27	5	0
1279	2014-09-05	2039-08-15	593175.9	12.25	30.02	66	900000.0	26290.38	3	0
1280	2011-10-13	2031-09-15	1322177.15	12.75	82.56	66	1480000.0	47638.08	5	0
1281	2013-08-13	2023-07-15	868688.82	11.5	82.79	74	1275000.0	47463.29	5	0
1282	2012-10-22	2022-10-03	290738.3	13.0	62.62	66	1700000.0	68720.0	4	0
1283	2013-11-08	2032-10-25	1276528.11	11.0	42.55	66	2250000.0	48529.03	5	0
1284	2014-03-07	2018-02-20	0.0	13.25	50.07	66	3800000.0	158750.0	5	0
1285	2017-02-14	2037-01-15	1692975.68	11.9	79.25	66	2173000.0	85223.97	3	0
1286	2014-07-30	2039-07-07	336696.83	12.0	57.69	66	1670000.0	39340.85	5	0
1287	2016-12-06	2018-02-12	0.0	12.25	26.49	66	900000.0	54676.28	5	0
1288	2016-12-22	2036-11-27	3096778.37	11.5	75.9	66	3150000.0	137143.48	5	0
1289	2014-07-30	2022-07-20	510379.19	12.25	51.88	74	800000.0	30846.88	5	0
1290	2013-08-08	2038-07-15	1739919.93	11.0	69.47	66	1820000.0	44070.25	5	0
1291	2014-02-07	2029-01-18	1585975.49	11.0	68.28	66	1830000.0	62390.1	5	0
1292	2016-12-06	2026-11-26	922931.73	11.9	52.15	66	1300000.0	52780.0	5	0
1293	2013-11-08	2028-10-20	2147066.73	11.25	63.82	66	2500000.0	62597.0	4	0
1294	2013-03-20	2038-03-20	1642629.03	13.5	65.07	66	1805985.0	75758.66	5	0
1295	2016-07-27	2020-08-27	327781.16	12.5	27.99	66	1400000.0	100050.0	5	0
1296	2011-06-30	2026-06-05	2279278.69	12.5	84.95	66	2975000.0	121800.87	5	0
1297	2015-12-02	2020-11-15	1870414.68	14.15	68.09	78	3350000.0	192951.11	5	0
1298	2012-12-04	2032-11-17	2049066.98	12.0	69.99	66	2244000.0	50972.52	5	0
1299	2013-03-21	2038-02-25	565739.52	12.0	52.69	74	1150000.0	30521.47	5	0
1300	2016-11-07	2031-10-25	2135745.46	11.5	67.33	66	2210000.0	115186.44	6	0
1301	2016-06-20	2028-05-22	1799420.01	13.25	74.68	66	2330080.76	55342.31	5	0
1302	2016-06-30	2031-06-11	1974943.02	12.25	79.98	66	2513000.0	61508.11	4	0
1303	2016-04-28	2036-04-27	2478688.81	11.5	68.97	66	3000000.0	80000.0	5	0
1304	2013-04-30	2033-04-27	996806.65	12.0	63.53	74	1080000.0	35722.3	5	0
1305	2017-02-03	2037-01-10	2001382.09	11.9	70.02	66	2031148.83	59983.4	5	0
1306	2016-06-21	2041-06-02	1186182.73	12.25	69.7	66	3193700.0	184852.85	5	0
1307	2013-05-16	2033-04-17	1061413.64	12.0	68.89	74	1150000.0	48762.31	4	0
1308	2016-08-11	2031-07-27	1880366.12	11.5	68.84	66	2430000.0	94186.0	5	0
1309	2013-06-06	2033-06-05	731198.6	12.25	65.1	74	1800000.0	79664.06	5	0
1310	2013-06-14	2038-06-10	1252184.09	12.25	46.67	66	1300000.0	34989.54	5	0
1311	2016-04-01	2036-03-15	1859425.36	11.3	79.26	66	2700000.0	80082.63	5	0
